,GEOID,full_geoid,male_white_total,male_white_less_hs,male_white_hs_grad,male_white_some_college,male_white_bs,female_white_total,female_white_less_hs,female_white_hs_grad,female_white_some_college,female_white_bs,male_black_total,male_black_less_hs,male_black_hs_grad,male_black_some_college,male_black_bs,female_black_total,female_black_less_hs,female_black_hs_grad,female_black_some_college,female_black_bs,male_aian_total,male_aian_less_hs,male_aian_hs_grad,male_aian_some_college,male_aian_bs,female_aian_total,female_aian_less_hs,female_aian_hs_grad,female_aian_some_college,female_aian_bs,male_asian_total,male_asian_less_hs,male_asian_hs_grad,male_asian_some_college,male_asian_bs,female_asian_total,female_asian_less_hs,female_asian_hs_grad,female_asian_some_college,female_asian_bs,male_nhpi_total,male_nhpi_less_hs,male_nhpi_hs_grad,male_nhpi_some_college,male_nhpi_bs,female_nhpi_total,female_nhpi_less_hs,female_nhpi_hs_grad,female_nhpi_some_college,female_nhpi_bs,male_other_total,male_other_less_hs,male_other_hs_grad,male_other_some_college,male_other_bs,female_other_total,female_other_less_hs,female_other_hs_grad,female_other_some_college,female_other_bs,male_mixed_total,male_mixed_less_hs,male_mixed_hs_grad,male_mixed_some_college,male_mixed_bs,female_mixed_total,female_mixed_less_hs,female_mixed_hs_grad,female_mixed_some_college,female_mixed_bs,male_w_nothisp_total,male_w_nothisp_less_hs,male_w_nothisp_hs_grad,male_w_nothisp_some_college,male_w_nothisp_bs,female_w_nothisp_total,female_w_nothisp_less_hs,female_w_nothisp_hs_grad,female_w_nothisp_some_college,female_w_nothisp_bs,male_hisp_total,male_hisp_less_hs,male_hisp_hs_grad,male_hisp_some_college,male_hisp_bs,female_hisp_total,female_hisp_less_hs,female_hisp_hs_grad,female_hisp_some_college,female_hisp_bs,BLACK_TOTAL,BLACK_FEMALE,BLACK_MALE,BLACK_LESS_HS_TOTAL,BLACK_HS_TOTAL,BLACK_SOME_COLLEGE_TOTAL,BLACK_COLLEGE_TOTAL,HISP_TOTAL,HISP_FEMALE,HISP_MALE,HISP_LESS_HS_TOTAL,HISP_HS_TOTAL,HISP_SOME_COLLEGE_TOTAL,HISP_COLLEGE_TOTAL,UNDERREP_TOTAL,UNDERREP_FEMALE,UNDERREP_MALE,UNDERREP_LESS_HS_TOTAL,UNDERREP_HS_TOTAL,UNDERREP_SOME_COLLEGE_TOTAL,UNDERREP_COLLEGE_TOTAL
271,55101001706,"Census Tract 17.06, Racine County, Wisconsin",1158,121,365,280,392,1443,38,479,432,494,59,0,50,0,9,179,0,51,116,12,0,0,0,0,0,0,0,0,0,0,78,22,0,23,33,49,0,0,13,36,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1119,121,365,251,382,1419,38,479,425,477,46,0,0,36,10,36,0,0,7,29,238,179,59,0,101,116,21,82,36,46,0,0,43,39,320,215,105,0,101,159,60
272,55101001801,"Census Tract 18.01, Racine County, Wisconsin",1549,190,474,501,384,1535,147,396,437,555,146,0,44,0,102,105,0,0,12,93,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,7,1487,128,474,501,384,1470,147,396,372,555,100,62,0,0,38,65,0,0,65,0,251,105,146,0,44,12,195,165,65,100,62,0,65,38,416,170,246,62,44,77,233
273,55101001802,"Census Tract 18.02, Racine County, Wisconsin",968,54,292,373,249,1063,35,319,352,357,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,944,47,292,356,249,1034,35,299,347,353,37,7,13,17,0,29,0,20,5,4,5,0,5,0,5,0,0,66,29,37,7,33,22,4,71,29,42,7,38,22,4
274,55101001900,"Census Tract 19, Racine County, Wisconsin",1455,138,547,513,257,1429,27,562,413,427,10,0,0,0,10,25,0,0,9,16,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,79,10,59,0,0,59,0,1415,138,507,513,257,1370,27,513,403,427,123,0,40,73,10,118,0,49,69,0,35,25,10,0,0,9,26,241,118,123,0,89,142,10,276,143,133,0,89,151,36
275,55101002001,"Census Tract 20.01, Racine County, Wisconsin",1101,34,445,337,285,1165,29,322,369,445,0,0,0,0,0,0,0,0,0,0,49,0,0,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,34,445,337,285,1165,29,322,369,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,55101002002,"Census Tract 20.02, Racine County, Wisconsin",1714,88,505,706,415,1678,38,415,772,453,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,4,0,0,4,0,0,0,0,0,0,32,0,0,20,12,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,42,0,0,42,0,10,0,0,0,10,0,0,0,0,0,1706,86,504,701,415,1654,36,415,762,441,41,2,24,5,10,66,2,0,52,12,1,1,0,0,0,1,0,107,66,41,4,24,57,22,108,67,41,4,24,58,22
277,55101002100,"Census Tract 21, Racine County, Wisconsin",1059,19,327,417,296,1182,33,289,484,376,3,0,0,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,3,0,4,0,2,0,2,0,0,29,0,8,0,21,1045,19,317,417,292,1152,33,282,470,367,25,8,13,0,4,37,3,7,18,9,3,0,3,0,0,3,0,62,37,25,11,20,18,13,65,37,28,11,20,21,13
278,55101002401,"Census Tract 24.01, Racine County, Wisconsin",1637,96,651,424,466,1828,87,749,443,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,43,0,0,0,43,19,19,0,0,0,0,0,0,0,0,16,0,0,16,0,17,0,17,0,0,1536,36,633,401,466,1640,87,603,422,528,136,79,18,39,0,205,0,163,21,21,0,0,0,0,0,0,0,341,205,136,79,181,60,21,341,205,136,79,181,60,21
279,55101002402,"Census Tract 24.02, Racine County, Wisconsin",1733,108,622,587,416,1906,50,817,533,506,21,21,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,221,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,1720,95,622,587,416,1867,50,805,533,479,62,13,0,0,49,96,0,12,57,27,30,9,21,21,0,9,0,158,96,62,13,12,57,76,188,105,83,34,12,66,76
280,55101002600,"Census Tract 26, Racine County, Wisconsin",2209,218,655,669,667,2425,71,827,859,668,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173,218,633,655,667,2425,71,827,859,668,36,0,22,14,0,0,0,0,0,0,12,12,0,0,0,12,0,36,0,36,0,22,14,0,48,12,36,0,22,26,0
281,55101002701,"Census Tract 27.01, Racine County, Wisconsin",1280,46,468,292,474,1410,42,480,465,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,6,22,0,10,12,0,0,0,0,0,0,1246,46,462,292,446,1395,42,480,450,423,44,0,16,0,28,15,0,0,15,0,0,0,0,0,0,0,0,59,15,44,0,16,15,28,59,15,44,0,16,15,28
282,55101002702,"Census Tract 27.02, Racine County, Wisconsin",2203,259,656,796,492,2302,193,577,856,676,4,0,4,0,0,16,0,0,16,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,2171,259,656,764,492,2288,193,577,856,662,32,0,0,32,0,14,0,0,0,14,20,16,4,0,4,16,0,46,14,32,0,0,32,14,66,30,36,0,4,48,14
283,55101002800,"Census Tract 28, Racine County, Wisconsin",2221,67,702,574,878,1963,13,581,621,748,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,5,0,0,0,5,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,1,0,0,0,1,6,0,0,0,6,48,0,36,4,8,2202,61,689,574,878,1960,10,581,621,748,41,24,13,4,0,40,3,36,0,1,0,0,0,0,0,0,0,81,40,41,27,49,4,1,81,40,41,27,49,4,1
284,55101002900,"Census Tract 29, Racine County, Wisconsin",584,148,147,193,96,856,45,303,321,187,463,123,180,150,10,565,96,170,279,20,14,0,0,14,0,9,0,9,0,0,0,0,0,0,0,32,0,0,22,10,0,0,0,0,0,0,0,0,0,0,32,23,0,9,0,30,17,13,0,0,28,7,9,12,0,0,0,0,0,0,342,23,71,152,96,583,12,224,174,173,290,155,85,50,0,303,50,92,147,14,1028,565,463,219,350,429,30,593,303,290,205,177,197,14,1621,868,753,424,527,626,44
285,55101980000,"Census Tract 9800, Racine County, Wisconsin",304,34,200,25,45,452,37,215,142,58,21,0,3,18,0,77,10,16,50,1,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,1,1,0,0,0,17,9,8,0,0,303,34,200,24,45,405,29,207,111,58,14,13,0,1,0,47,8,8,31,0,98,77,21,10,19,68,1,61,47,14,21,8,32,0,159,124,35,31,27,100,1
286,55101990000,"Census Tract 9900, Racine County, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,55103970100,"Census Tract 9701, Richland County, Wisconsin",1048,117,445,285,201,1053,69,455,344,185,6,0,0,4,2,3,0,3,0,0,1,0,1,0,0,2,0,0,2,0,1,0,0,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,5,0,0,0,5,12,10,0,2,0,32,0,27,0,5,1040,115,439,285,201,1053,69,455,344,185,16,2,10,4,0,5,0,0,0,5,9,3,6,0,3,4,2,21,5,16,2,10,4,5,30,8,22,2,13,8,7
288,55103970200,"Census Tract 9702, Richland County, Wisconsin",1759,248,818,401,292,1523,145,538,477,363,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,29,0,0,23,6,1748,240,818,398,292,1520,145,536,476,363,11,8,0,3,0,25,0,2,22,1,0,0,0,0,0,0,0,36,25,11,8,2,25,1,36,25,11,8,2,25,1
289,55103970300,"Census Tract 9703, Richland County, Wisconsin",736,37,276,292,131,757,16,271,271,199,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,34,34,0,0,0,0,0,0,0,0,7,0,0,7,0,736,37,276,292,131,757,16,271,271,199,0,0,0,0,0,8,8,0,0,0,2,2,0,2,0,0,0,8,8,0,8,0,0,0,10,10,0,10,0,0,0
290,55103970400,"Census Tract 9704, Richland County, Wisconsin",951,67,432,220,232,1345,117,411,504,313,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,33,24,9,0,0,9,0,0,6,3,28,1,0,0,27,951,67,432,220,232,1345,117,411,504,313,19,0,13,6,0,33,24,9,0,0,1,1,0,0,1,0,0,52,33,19,24,22,6,0,53,34,19,24,23,6,0
291,55103970500,"Census Tract 9705, Richland County, Wisconsin",1444,146,671,426,201,1329,85,556,455,233,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,4,0,0,0,4,20,0,5,4,11,1,1,0,0,0,0,0,0,0,0,18,10,2,0,6,14,8,0,1,5,26,12,3,4,7,2,0,2,0,0,1435,141,668,426,200,1316,85,556,446,229,28,16,5,0,7,27,8,0,10,9,8,0,8,0,0,8,0,55,27,28,24,5,10,16,63,27,36,24,5,18,16
292,55105000100,"Census Tract 1, Rock County, Wisconsin",246,49,53,101,43,363,65,93,163,42,16,8,8,0,0,7,0,7,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,246,49,53,101,43,363,65,93,163,42,0,0,0,0,0,0,0,0,0,0,23,7,16,8,15,0,0,0,0,0,0,0,0,0,23,7,16,8,15,0,0
293,55105000200,"Census Tract 2, Rock County, Wisconsin",890,14,308,308,260,1087,22,216,422,427,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,5,0,5,0,0,9,0,0,0,9,0,0,0,0,0,878,14,308,296,260,1056,22,216,397,421,32,10,10,12,0,36,0,5,25,6,0,0,0,0,0,0,0,68,36,32,10,15,37,6,68,36,32,10,15,37,6
294,55105000300,"Census Tract 3, Rock County, Wisconsin",822,143,318,327,34,740,73,357,237,73,165,30,27,108,0,64,31,0,33,0,8,0,8,0,0,0,0,0,0,0,32,0,32,0,0,56,0,38,18,0,0,0,0,0,0,0,0,0,0,0,51,0,51,0,0,24,0,24,0,0,0,0,0,0,0,15,0,15,0,0,782,134,297,317,34,732,65,357,237,73,91,9,72,10,0,32,8,24,0,0,229,64,165,61,27,141,0,123,32,91,17,96,10,0,352,96,256,78,123,151,0
295,55105000400,"Census Tract 4, Rock County, Wisconsin",1092,66,478,372,176,1152,160,366,368,258,22,0,22,0,0,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,43,10,18,15,0,0,0,0,0,0,0,0,0,0,0,114,77,18,0,19,25,0,25,0,0,31,2,0,29,0,9,0,0,9,0,1082,62,478,372,170,1116,155,366,368,227,124,81,18,0,25,66,5,25,5,31,34,12,22,0,32,2,0,190,66,124,86,43,5,56,224,78,146,86,75,7,56
296,55133202400,"Census Tract 2024, Waukesha County, Wisconsin",1376,71,252,405,648,1483,89,169,400,825,74,3,13,28,30,45,0,45,0,0,5,0,0,5,0,1,0,1,0,0,9,0,0,0,9,29,0,10,0,19,0,0,0,0,0,0,0,0,0,0,39,7,31,0,1,43,30,1,12,0,0,0,0,0,0,19,0,0,18,1,1336,39,252,405,640,1414,29,165,400,820,99,39,31,21,8,131,90,6,30,5,119,45,74,3,58,28,30,230,131,99,129,37,51,13,349,176,173,132,95,79,43
297,55133202500,"Census Tract 2025, Waukesha County, Wisconsin",1356,70,366,442,478,1464,86,321,498,559,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,10,6,1,0,3,39,0,29,0,10,12,0,0,12,0,1272,50,331,413,478,1405,63,301,482,559,127,33,65,29,0,69,29,21,16,3,2,0,2,0,2,0,0,196,69,127,62,86,45,3,198,69,129,62,88,45,3
298,55133202600,"Census Tract 2026, Waukesha County, Wisconsin",784,142,226,314,102,786,81,209,206,290,28,0,28,0,0,72,41,31,0,0,3,0,0,3,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,62,201,314,102,627,16,184,147,280,105,80,25,0,0,159,65,25,59,10,100,72,28,41,59,0,0,264,159,105,145,50,59,10,364,231,133,186,109,59,10
299,55133202700,"Census Tract 2027, Waukesha County, Wisconsin",543,119,81,161,182,603,60,114,200,229,24,24,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,55,28,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,31,0,9,22,0,28,0,0,28,0,476,99,72,123,182,529,60,107,181,181,67,20,9,38,0,88,0,21,19,48,34,10,24,24,0,10,0,155,88,67,20,30,57,48,189,98,91,44,30,67,48
300,55133202800,"Census Tract 2028, Waukesha County, Wisconsin",1393,213,291,522,367,1111,89,342,358,322,36,0,12,24,0,48,0,19,29,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,14,0,6,0,8,0,0,0,0,0,0,0,0,0,0,58,12,29,17,0,6,0,3,3,0,152,0,27,82,43,167,117,0,7,43,1049,28,251,457,313,906,23,303,302,278,571,197,96,181,97,362,183,42,59,78,84,48,36,0,31,53,0,933,362,571,380,138,240,175,1017,410,607,380,169,293,175
301,55133202901,"Census Tract 2029.01, Waukesha County, Wisconsin",1294,29,233,401,631,1205,2,294,385,524,14,0,0,14,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,329,0,21,17,291,258,41,0,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,31,14,8,44,0,0,0,44,1217,19,210,369,619,1121,2,270,336,513,91,10,23,46,12,84,0,24,49,11,39,25,14,0,0,14,25,175,84,91,10,47,95,23,214,109,105,10,47,109,48
302,55133202902,"Census Tract 2029.02, Waukesha County, Wisconsin",1131,44,310,311,466,1659,152,537,305,665,54,10,7,37,0,11,0,5,5,1,10,0,10,0,0,0,0,0,0,0,60,0,0,0,60,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,712,0,0,712,0,19,0,1,18,0,17,17,0,0,0,20,0,0,8,12,1116,44,301,311,460,1639,152,518,304,665,43,0,9,28,6,21,0,20,1,0,65,11,54,10,12,42,1,64,21,43,0,29,29,6,129,32,97,10,41,71,7
303,55133203000,"Census Tract 2030, Waukesha County, Wisconsin",861,75,333,288,165,606,60,157,197,192,131,27,55,49,0,39,0,29,10,0,2,0,2,0,0,2,0,2,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,31,37,12,0,40,40,0,0,0,18,0,14,1,3,13,0,0,6,7,813,50,330,270,163,560,33,147,188,192,132,56,44,30,2,86,67,10,9,0,170,39,131,27,84,59,0,218,86,132,123,54,39,2,388,125,263,150,138,98,2
304,55133203103,"Census Tract 2031.03, Waukesha County, Wisconsin",1443,229,360,493,361,1575,68,566,502,439,22,2,9,11,0,43,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,15,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,29,0,0,22,7,11,0,0,0,11,76,13,0,54,9,1231,120,315,452,344,1447,68,499,455,425,248,145,45,41,17,170,13,67,69,21,65,43,22,2,22,41,0,418,170,248,158,112,110,38,483,213,270,160,134,151,38
305,55133203104,"Census Tract 2031.04, Waukesha County, Wisconsin",943,10,180,464,289,1185,176,161,450,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94,88,24,0,10,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,10,25,0,0,0,25,899,10,159,441,289,1170,176,146,450,398,46,0,21,25,0,15,0,15,0,0,0,0,0,0,0,0,0,61,15,46,0,36,25,0,61,15,46,0,36,25,0
306,55133203105,"Census Tract 2031.05, Waukesha County, Wisconsin",938,22,175,318,423,1144,50,182,432,480,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,2,175,318,408,1129,50,182,417,480,35,20,0,0,15,16,0,0,16,0,1,1,0,0,0,1,0,51,16,35,20,0,16,15,52,17,35,20,0,17,15
307,55133203106,"Census Tract 2031.06, Waukesha County, Wisconsin",1114,58,283,145,628,1373,33,321,483,536,89,81,0,8,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,57,0,0,0,57,0,0,0,0,0,1062,28,261,145,628,1328,33,298,483,514,117,30,22,8,57,45,0,23,0,22,158,69,89,150,0,8,0,162,45,117,30,45,8,79,320,114,206,180,45,16,79
308,55133203107,"Census Tract 2031.07, Waukesha County, Wisconsin",1086,51,245,330,460,1130,15,214,295,606,71,0,2,69,0,4,0,0,4,0,15,0,0,15,0,14,0,0,14,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,51,245,330,460,1130,15,214,295,606,13,0,0,0,13,0,0,0,0,0,75,4,71,0,2,73,0,13,0,13,0,0,0,13,88,4,84,0,2,73,13
309,55133203200,"Census Tract 2032, Waukesha County, Wisconsin",1776,30,324,418,1004,1416,14,288,362,752,0,0,0,0,0,29,0,0,29,0,8,0,8,0,0,9,0,4,0,5,18,0,0,0,18,148,0,0,0,148,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,12,0,0,0,12,6,0,0,0,6,1745,30,313,398,1004,1374,2,286,347,739,31,0,11,20,0,44,12,4,15,13,29,29,0,0,0,29,0,75,44,31,12,15,35,13,104,73,31,12,15,64,13
310,55133203303,"Census Tract 2033.03, Waukesha County, Wisconsin",1545,28,391,463,663,1573,30,387,505,651,6,0,0,0,6,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,5,0,0,0,5,49,26,0,6,17,27,6,0,0,21,1436,28,391,458,559,1530,30,373,486,641,121,12,0,5,104,54,6,14,19,15,21,15,6,0,0,0,21,175,54,121,18,14,24,119,196,69,127,18,14,24,140
311,55133203304,"Census Tract 2033.04, Waukesha County, Wisconsin",1345,49,148,288,860,1895,212,299,695,689,24,0,0,24,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,82,14,11,8,49,108,0,8,22,78,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,8,0,8,0,0,0,0,0,0,0,23,0,0,11,12,1335,49,148,288,850,1883,212,287,695,689,16,0,6,0,10,20,0,20,0,0,28,4,24,0,0,24,4,36,20,16,0,26,0,10,64,24,40,0,26,24,14
312,55133203305,"Census Tract 2033.05, Waukesha County, Wisconsin",1389,37,276,352,724,1518,14,267,431,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,32,0,0,8,24,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,40,0,10,0,30,1357,17,269,347,724,1473,14,247,413,799,32,20,7,5,0,45,0,20,18,7,0,0,0,0,0,0,0,77,45,32,20,27,23,7,77,45,32,20,27,23,7
313,55133203307,"Census Tract 2033.07, Waukesha County, Wisconsin",1030,42,332,296,360,1106,33,357,399,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,35,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,1030,42,332,296,360,1106,33,357,399,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,55133203308,"Census Tract 2033.08, Waukesha County, Wisconsin",1019,37,188,226,568,1420,44,255,473,648,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,37,17,92,0,0,48,44,1019,37,188,226,568,1348,44,255,442,607,37,0,0,37,0,149,0,0,79,70,33,0,33,0,33,0,0,186,149,37,0,0,116,70,219,149,70,0,33,116,70
315,55133203402,"Census Tract 2034.02, Waukesha County, Wisconsin",1081,26,260,399,396,1218,10,346,327,535,5,5,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,16,45,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,22,10,11,1074,26,253,399,396,1210,10,346,319,535,7,0,7,0,0,8,0,0,8,0,14,9,5,5,0,9,0,15,8,7,0,7,8,0,29,17,12,5,7,17,0
316,55133203403,"Census Tract 2034.03, Waukesha County, Wisconsin",1573,28,290,577,678,1694,44,304,685,661,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,332,0,189,66,77,242,0,82,10,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,28,290,577,678,1694,44,304,685,661,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
317,55133203404,"Census Tract 2034.04, Waukesha County, Wisconsin",1102,33,326,339,404,1235,24,310,505,396,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,13,0,0,0,13,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,14,13,0,0,0,0,0,1102,33,326,339,404,1235,24,310,505,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,55133203405,"Census Tract 2034.05, Waukesha County, Wisconsin",1284,4,156,362,762,1335,24,250,344,717,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,22,37,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,0,10,1273,4,156,362,751,1293,24,241,318,710,11,0,0,0,11,46,0,9,30,7,8,0,8,0,8,0,0,57,46,11,0,9,30,18,65,46,19,0,17,30,18
319,55133203406,"Census Tract 2034.06, Waukesha County, Wisconsin",2478,38,564,878,998,2433,20,554,871,988,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,2,63,0,1,34,28,2478,38,564,878,998,2400,20,554,861,965,0,0,0,0,0,93,0,1,44,48,0,0,0,0,0,0,0,93,93,0,0,1,44,48,93,93,0,0,1,44,48
320,55133203501,"Census Tract 2035.01, Waukesha County, Wisconsin",1333,19,276,415,623,1351,15,256,374,706,19,0,0,8,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,14,0,0,9,5,1333,19,276,415,623,1351,15,256,374,706,7,0,0,7,0,9,0,0,9,0,30,11,19,0,0,19,11,16,9,7,0,0,16,0,46,20,26,0,0,35,11
